Churn,Genero,Ciudadano_Senior,Pareja,Dependientes,Antiguedad_Meses,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Copia_Seguridad_Online,Proteccion_Dispositivo,Soporte_Tecnico,Television_Streaming,Peliculas_Streaming,Tipo_Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales_Total,Cuentas_Diarias
0.0,Female,0,0.0,0.0,16,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,326.65,10.888333333333332
0.0,Male,1,0.0,0.0,71,1,1,Fiber optic,0,1,0,1,1,1,One year,0.0,Bank transfer (automatic),7382.85,246.095
0.0,Female,0,0.0,0.0,11,0,0,DSL,0,1,1,1,0,0,One year,1.0,Credit card (automatic),422.6,14.086666666666668
1.0,Female,0,1.0,1.0,61,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1.0,Electronic check,6010.05,200.335
0.0,Female,0,1.0,0.0,71,1,0,DSL,1,1,1,1,1,1,One year,1.0,Bank transfer (automatic),6046.1,201.5366666666667
0.0,Male,0,0.0,0.0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,178.8,5.96
0.0,Female,0,0.0,0.0,6,1,0,DSL,1,0,0,0,0,0,Month-to-month,1.0,Electronic check,314.6,10.486666666666668
1.0,Female,0,0.0,0.0,26,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Bank transfer (automatic),2274.35,75.81166666666667
0.0,Female,0,0.0,0.0,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,0.0,Mailed check,322.9,10.763333333333332
0.0,Male,0,0.0,0.0,11,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0.0,Electronic check,888.75,29.625
1.0,Male,0,1.0,0.0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1.0,Electronic check,80.55,2.685
0.0,Female,0,1.0,0.0,49,1,0,No,0,0,0,0,0,0,Two year,1.0,Bank transfer (automatic),973.35,32.445
0.0,Female,0,1.0,1.0,3,1,0,DSL,0,1,0,0,1,0,Month-to-month,1.0,Credit card (automatic),168.6,5.62
0.0,Female,0,0.0,0.0,53,1,0,Fiber optic,1,1,1,1,0,1,Two year,0.0,Mailed check,5424.25,180.80833333333334
1.0,Male,0,1.0,1.0,23,1,0,Fiber optic,1,0,0,1,1,1,Month-to-month,1.0,Electronic check,2331.3,77.71000000000001
1.0,Male,0,0.0,0.0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,89.5,2.9833333333333334
1.0,Male,0,0.0,0.0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1.0,Mailed check,48.55,1.6183333333333332
0.0,Male,0,0.0,1.0,3,1,1,No,0,0,0,0,0,0,Two year,1.0,Mailed check,121.25,4.041666666666667
1.0,Female,1,1.0,0.0,68,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1.0,Electronic check,6851.65,228.38833333333332
1.0,Male,0,0.0,0.0,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1.0,Electronic check,740.3,24.676666666666666
0.0,Female,0,1.0,0.0,70,1,1,Fiber optic,0,0,1,0,1,1,One year,1.0,Electronic check,6982.5,232.75
0.0,Male,0,1.0,1.0,39,1,1,Fiber optic,0,0,1,0,1,1,One year,0.0,Electronic check,3835.55,127.85166666666667
1.0,Female,0,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,70.1,2.3366666666666664
,Female,0,1.0,1.0,51,0,0,DSL,1,0,0,1,0,0,Two year,0.0,Bank transfer (automatic),1782.0,59.4
1.0,Female,0,0.0,0.0,3,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1.0,Electronic check,315.3,10.51
0.0,Male,0,1.0,0.0,60,1,1,Fiber optic,0,1,1,0,1,1,One year,0.0,Bank transfer (automatic),6157.6,205.25333333333336
1.0,Female,0,1.0,0.0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,330.15,11.004999999999999
1.0,Male,1,0.0,0.0,3,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1.0,Electronic check,233.7,7.79
0.0,Female,0,1.0,0.0,55,1,1,DSL,1,1,0,1,0,0,One year,1.0,Credit card (automatic),3462.1,115.40333333333334
0.0,Male,0,0.0,0.0,72,0,0,DSL,1,0,1,1,1,1,Two year,1.0,Credit card (automatic),4390.25,146.34166666666667
0.0,Male,1,1.0,0.0,72,1,0,DSL,1,1,1,1,1,0,Two year,0.0,Bank transfer (automatic),5360.75,178.69166666666666
1.0,Female,0,0.0,0.0,41,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1.0,Electronic check,4443.45,148.11499999999998
0.0,Male,0,0.0,0.0,60,0,0,DSL,1,1,1,0,0,0,Two year,0.0,Bank transfer (automatic),2424.5,80.81666666666666
1.0,Female,0,0.0,0.0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0.0,Electronic check,577.6,19.253333333333334
0.0,Female,0,1.0,0.0,46,1,1,Fiber optic,0,1,1,1,1,1,Two year,1.0,Credit card (automatic),4854.3,161.81
0.0,Female,0,0.0,0.0,15,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,320.45,10.681666666666667
1.0,Female,0,1.0,0.0,58,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1.0,Credit card (automatic),5885.4,196.17999999999998
0.0,Male,0,1.0,1.0,23,1,0,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),426.65,14.221666666666666
1.0,Female,1,1.0,1.0,31,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1.0,Electronic check,2911.3,97.04333333333334
0.0,Male,0,1.0,0.0,11,1,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Bank transfer (automatic),521.9,17.396666666666665
0.0,Female,1,0.0,0.0,56,1,1,Fiber optic,0,1,1,1,1,0,Two year,1.0,Bank transfer (automatic),5706.3,190.21
0.0,Female,0,0.0,1.0,25,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Credit card (automatic),471.7,15.723333333333333
0.0,Female,0,0.0,0.0,68,0,0,DSL,1,1,1,1,1,1,Two year,0.0,Credit card (automatic),4539.6,151.32000000000002
0.0,Female,0,0.0,0.0,40,1,0,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),830.25,27.675
1.0,Male,0,0.0,0.0,36,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1.0,Electronic check,3067.2,102.24
1.0,Male,0,0.0,0.0,32,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1.0,Credit card (automatic),3432.9,114.43
0.0,Male,0,1.0,1.0,71,1,1,DSL,1,1,1,1,1,1,Two year,0.0,Bank transfer (automatic),6263.8,208.79333333333335
0.0,Male,0,1.0,0.0,17,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1.0,Electronic check,1742.5,58.083333333333336
0.0,Male,0,1.0,0.0,18,1,0,Fiber optic,0,0,1,1,0,0,Month-to-month,0.0,Electronic check,1468.75,48.958333333333336
0.0,Female,0,0.0,0.0,37,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0.0,Bank transfer (automatic),3382.3,112.74333333333334
0.0,Male,0,0.0,0.0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,46.35,1.5450000000000002
0.0,Female,0,1.0,1.0,28,1,0,Fiber optic,0,0,0,0,0,0,One year,1.0,Bank transfer (automatic),1992.2,66.40666666666667
0.0,Male,0,0.0,0.0,9,0,0,DSL,1,1,1,0,0,0,One year,0.0,Mailed check,373.0,12.433333333333334
0.0,Female,0,0.0,0.0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0.0,Electronic check,50.15,1.6716666666666666
0.0,Male,0,1.0,0.0,65,1,0,No,0,0,0,0,0,0,Two year,1.0,Credit card (automatic),1414.45,47.14833333333333
0.0,Female,0,0.0,0.0,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,122.7,4.09
1.0,Female,0,0.0,0.0,1,0,0,DSL,0,0,0,0,1,0,Month-to-month,1.0,Electronic check,34.7,1.1566666666666667
0.0,Male,0,1.0,0.0,36,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1.0,Electronic check,3366.05,112.20166666666667
1.0,Male,0,0.0,0.0,23,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1.0,Electronic check,1943.2,64.77333333333334
0.0,Male,0,1.0,1.0,22,1,0,DSL,1,1,0,1,0,0,Month-to-month,1.0,Mailed check,1271.8,42.39333333333333
0.0,Female,0,1.0,0.0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0.0,Credit card (automatic),7965.95,265.53166666666664
1.0,Female,0,1.0,1.0,17,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0.0,Electronic check,1460.65,48.68833333333334
1.0,Female,0,0.0,0.0,3,1,0,Fiber optic,0,0,0,1,0,1,Month-to-month,0.0,Electronic check,272.2,9.073333333333332
1.0,Male,0,1.0,0.0,58,1,0,DSL,1,1,1,0,0,0,One year,0.0,Credit card (automatic),3563.8,118.79333333333334
0.0,Male,0,1.0,1.0,67,1,0,DSL,1,1,1,0,1,1,Two year,0.0,Credit card (automatic),5398.6,179.95333333333335
0.0,Male,1,0.0,0.0,34,1,0,Fiber optic,0,1,1,0,1,1,One year,1.0,Electronic check,3343.15,111.43833333333333
0.0,Male,0,0.0,0.0,10,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Credit card (automatic),198.7,6.623333333333333
0.0,Female,0,0.0,0.0,69,1,1,DSL,1,0,1,1,1,1,Two year,1.0,Credit card (automatic),5897.4,196.57999999999998
0.0,Male,0,0.0,0.0,40,0,0,DSL,1,1,1,0,1,1,One year,0.0,Credit card (automatic),2511.55,83.71833333333333
0.0,Male,0,0.0,0.0,20,1,0,DSL,1,0,1,0,0,1,Month-to-month,0.0,Credit card (automatic),1398.6,46.62
0.0,Female,0,1.0,1.0,46,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,967.85,32.26166666666667
1.0,Female,0,1.0,0.0,2,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1.0,Electronic check,139.4,4.6466666666666665
1.0,Female,1,1.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,70.45,2.3483333333333336
0.0,Female,0,1.0,0.0,72,1,1,Fiber optic,1,0,1,0,1,1,Two year,1.0,Credit card (automatic),7589.8,252.99333333333334
0.0,Male,0,1.0,1.0,70,1,1,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),1790.15,59.67166666666667
0.0,Female,0,0.0,0.0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,44.4,1.48
0.0,Male,0,0.0,1.0,23,1,0,DSL,0,1,0,1,0,0,Month-to-month,1.0,Bank transfer (automatic),1284.2,42.806666666666665
0.0,Male,0,1.0,0.0,36,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Electronic check,3474.2,115.80666666666666
1.0,Male,1,1.0,0.0,59,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Bank transfer (automatic),5574.75,185.825
0.0,Male,0,0.0,0.0,67,1,0,No,0,0,0,0,0,0,Two year,0.0,Bank transfer (automatic),1430.95,47.69833333333334
0.0,Male,0,1.0,1.0,72,1,1,Fiber optic,1,0,1,0,1,1,Two year,1.0,Bank transfer (automatic),7542.25,251.40833333333333
1.0,Female,0,0.0,0.0,37,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1.0,Bank transfer (automatic),3545.35,118.17833333333333
0.0,Female,0,1.0,1.0,72,1,1,No,0,0,0,0,0,0,Two year,0.0,Bank transfer (automatic),1709.1,56.97
0.0,Male,0,1.0,0.0,72,1,0,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),1421.9,47.39666666666667
1.0,Male,0,0.0,0.0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,229.55,7.651666666666667
1.0,Female,1,1.0,0.0,54,1,1,Fiber optic,0,1,0,0,1,1,One year,1.0,Credit card (automatic),5373.1,179.10333333333335
1.0,Male,0,1.0,0.0,60,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1.0,Electronic check,5742.9,191.42999999999998
0.0,Female,0,1.0,0.0,58,1,1,Fiber optic,1,1,1,0,1,1,One year,1.0,Credit card (automatic),6526.65,217.55499999999998
0.0,Female,0,1.0,0.0,31,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1.0,Bank transfer (automatic),2674.15,89.13833333333334
0.0,Female,0,0.0,0.0,3,1,1,DSL,0,0,0,0,1,0,Month-to-month,1.0,Electronic check,170.5,5.683333333333334
0.0,Male,0,0.0,0.0,55,1,0,DSL,1,0,1,1,0,0,Two year,1.0,Electronic check,3175.85,105.86166666666666
1.0,Female,0,0.0,0.0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,44.4,1.48
0.0,Male,0,1.0,0.0,49,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1.0,Credit card (automatic),4297.95,143.265
1.0,Male,0,0.0,1.0,8,0,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,215.2,7.173333333333333
0.0,Female,1,0.0,0.0,39,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1.0,Electronic check,4036.0,134.53333333333333
0.0,Male,0,1.0,0.0,66,1,1,DSL,1,1,1,0,0,0,Two year,1.0,Credit card (automatic),4428.45,147.61499999999998
0.0,Female,0,1.0,1.0,15,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,295.95,9.865
0.0,Female,0,1.0,0.0,51,1,1,Fiber optic,0,0,1,0,1,1,One year,1.0,Electronic check,4947.55,164.91833333333335
0.0,Male,1,0.0,0.0,9,1,0,DSL,0,0,0,1,0,0,Month-to-month,0.0,Mailed check,447.9,14.93
1.0,Female,0,0.0,0.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,20.9,0.6966666666666667
0.0,Male,0,0.0,0.0,25,1,0,No,0,0,0,0,0,0,One year,1.0,Bank transfer (automatic),516.3,17.209999999999997
0.0,Male,0,1.0,0.0,22,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1.0,Bank transfer (automatic),1850.65,61.68833333333334
0.0,Male,0,0.0,0.0,15,1,1,DSL,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,749.25,24.975
1.0,Female,0,1.0,1.0,28,1,0,Fiber optic,0,0,0,0,1,1,One year,1.0,Bank transfer (automatic),2598.95,86.63166666666666
0.0,Male,0,0.0,0.0,3,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0.0,Mailed check,237.65,7.921666666666667
0.0,Female,0,1.0,0.0,47,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1.0,Electronic check,4707.1,156.90333333333334
0.0,Female,0,0.0,0.0,67,1,1,DSL,1,0,1,1,1,1,Two year,1.0,Mailed check,5714.2,190.47333333333333
0.0,Female,1,0.0,0.0,18,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1.0,Electronic check,1294.6,43.15333333333333
0.0,Male,0,1.0,0.0,62,1,0,DSL,0,1,1,1,0,0,Two year,1.0,Credit card (automatic),3753.2,125.10666666666665
0.0,Female,0,0.0,0.0,41,1,1,DSL,0,1,1,0,1,1,One year,1.0,Electronic check,3263.9,108.79666666666667
0.0,Female,0,0.0,0.0,44,1,1,DSL,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,2139.1,71.30333333333333
0.0,Female,0,0.0,0.0,53,1,0,Fiber optic,0,1,1,1,0,1,One year,1.0,Credit card (automatic),5042.75,168.09166666666667
0.0,Male,0,1.0,0.0,48,1,0,No,0,0,0,0,0,0,Two year,1.0,Mailed check,1036.0,34.53333333333333
0.0,Female,1,1.0,0.0,54,1,1,Fiber optic,1,1,1,1,1,1,One year,1.0,Bank transfer (automatic),6431.05,214.36833333333334
1.0,Female,0,1.0,0.0,48,0,0,DSL,1,0,1,0,0,1,Month-to-month,1.0,Bank transfer (automatic),2145.0,71.5
0.0,Male,0,0.0,0.0,24,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1.0,Bank transfer (automatic),2404.85,80.16166666666666
,Male,1,1.0,0.0,27,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1.0,Electronic check,2510.2,83.67333333333333
0.0,Male,0,0.0,0.0,33,1,0,Fiber optic,0,1,0,1,0,0,Two year,0.0,Bank transfer (automatic),2651.1,88.36999999999999
0.0,Male,0,1.0,0.0,66,1,1,DSL,1,1,0,1,1,1,Two year,0.0,Electronic check,5538.35,184.61166666666668
0.0,Female,0,1.0,1.0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,200.2,6.673333333333333
0.0,Female,0,0.0,0.0,13,0,0,DSL,0,0,1,1,0,0,Two year,0.0,Mailed check,450.4,15.013333333333332
0.0,Male,0,1.0,1.0,63,1,1,DSL,1,1,1,0,1,1,Two year,0.0,Credit card (automatic),5435.0,181.16666666666666
1.0,Female,0,1.0,1.0,23,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,0.0,Electronic check,1900.25,63.34166666666667
0.0,Male,0,0.0,1.0,52,1,1,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),1334.5,44.483333333333334
0.0,Male,0,0.0,0.0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Credit card (automatic),67.1,2.2366666666666664
0.0,Male,0,0.0,0.0,10,1,0,DSL,0,0,0,0,0,1,Month-to-month,1.0,Bank transfer (automatic),503.25,16.775
0.0,Female,0,1.0,1.0,72,1,0,No,0,0,0,0,0,0,Two year,0.0,Bank transfer (automatic),1460.85,48.695
0.0,Male,0,0.0,0.0,29,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1.0,Credit card (automatic),2807.1,93.57
0.0,Female,1,1.0,0.0,62,1,1,Fiber optic,1,0,1,0,1,1,One year,1.0,Electronic check,6312.9,210.42999999999998
1.0,Male,0,1.0,0.0,41,1,1,DSL,0,0,1,0,1,1,One year,1.0,Electronic check,3001.2,100.03999999999999
1.0,Male,0,0.0,0.0,43,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1.0,Electronic check,3365.85,112.195
0.0,Female,0,0.0,1.0,26,1,0,Fiber optic,0,1,1,1,1,1,Two year,1.0,Electronic check,2715.3,90.51
0.0,Female,0,1.0,0.0,19,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1.0,Electronic check,1743.05,58.10166666666667
0.0,Female,0,1.0,1.0,72,1,1,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),1784.5,59.483333333333334
0.0,Female,1,0.0,0.0,45,1,1,Fiber optic,0,0,1,0,1,1,One year,1.0,Bank transfer (automatic),4735.35,157.845
0.0,Male,0,0.0,0.0,32,1,0,DSL,0,0,0,0,1,1,One year,1.0,Bank transfer (automatic),2010.95,67.03166666666667
0.0,Male,0,0.0,0.0,41,1,1,No,0,0,0,0,0,0,Month-to-month,1.0,Bank transfer (automatic),996.45,33.215
0.0,Male,0,1.0,1.0,65,1,1,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),1715.1,57.169999999999995
1.0,Male,0,1.0,0.0,55,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1.0,Electronic check,5238.9,174.63
0.0,Male,0,1.0,1.0,11,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,225.75,7.525
0.0,Female,0,0.0,0.0,49,1,0,DSL,0,0,1,1,1,1,Two year,1.0,Bank transfer (automatic),3721.9,124.06333333333333
0.0,Male,0,1.0,0.0,61,1,1,Fiber optic,1,0,1,1,1,0,Month-to-month,0.0,Bank transfer (automatic),5943.65,198.12166666666664
0.0,Male,0,1.0,1.0,25,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,477.6,15.92
1.0,Female,0,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,69.5,2.316666666666667
0.0,Female,0,0.0,1.0,23,1,0,DSL,0,0,0,1,0,0,One year,1.0,Electronic check,1119.35,37.31166666666666
0.0,Male,0,0.0,0.0,21,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,1558.7,51.95666666666667
1.0,Female,0,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1.0,Electronic check,79.7,2.6566666666666667
1.0,Male,1,1.0,0.0,5,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1.0,Bank transfer (automatic),343.95,11.465
0.0,Male,0,1.0,0.0,24,1,0,DSL,1,0,0,1,1,1,One year,0.0,Bank transfer (automatic),1712.9,57.09666666666667
1.0,Female,1,0.0,0.0,27,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0.0,Credit card (automatic),2467.75,82.25833333333334
0.0,Female,0,1.0,0.0,70,1,0,No,0,0,0,0,0,0,Two year,0.0,Bank transfer (automatic),1397.65,46.58833333333334
1.0,Female,1,0.0,0.0,5,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1.0,Credit card (automatic),349.65,11.655
0.0,Male,0,1.0,1.0,46,1,0,No,0,0,0,0,0,0,Two year,1.0,Mailed check,917.45,30.581666666666667
0.0,Female,0,1.0,1.0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,135.75,4.525
0.0,Female,0,1.0,1.0,57,1,0,No,0,0,0,0,0,0,Two year,1.0,Bank transfer (automatic),1087.7,36.25666666666667
,Female,0,0.0,0.0,9,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,651.5,21.716666666666665
1.0,Female,0,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,71.1,2.3699999999999997
0.0,Female,1,1.0,0.0,60,1,1,Fiber optic,0,0,1,0,1,1,One year,1.0,Credit card (automatic),6029.0,200.96666666666667
0.0,Male,0,1.0,1.0,37,1,1,DSL,1,0,1,1,0,0,Two year,1.0,Credit card (automatic),2278.75,75.95833333333333
1.0,Male,0,0.0,1.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,70.45,2.3483333333333336
0.0,Male,0,1.0,1.0,28,1,0,Fiber optic,0,1,1,0,1,1,One year,0.0,Bank transfer (automatic),2799.0,93.3
0.0,Female,1,0.0,0.0,24,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,459.95,15.331666666666667
0.0,Female,0,0.0,0.0,62,1,1,Fiber optic,1,1,1,0,0,0,One year,1.0,Electronic check,5755.8,191.86
1.0,Female,0,0.0,1.0,18,1,0,No,0,0,0,0,0,0,One year,0.0,Bank transfer (automatic),390.85,13.028333333333334
1.0,Female,0,0.0,0.0,5,1,0,DSL,1,0,0,1,0,0,Month-to-month,0.0,Electronic check,308.25,10.275
0.0,Female,0,1.0,1.0,20,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,442.6,14.753333333333334
1.0,Female,0,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,70.75,2.3583333333333334
1.0,Male,0,0.0,0.0,35,1,0,Fiber optic,0,1,1,0,1,1,One year,1.0,Bank transfer (automatic),3626.1,120.86999999999999
0.0,Female,1,0.0,0.0,52,0,0,DSL,0,1,1,1,1,0,Month-to-month,1.0,Electronic check,2566.3,85.54333333333334
1.0,Female,0,1.0,0.0,30,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1.0,Electronic check,2624.25,87.475
0.0,Male,0,1.0,0.0,72,0,0,DSL,1,1,1,0,0,0,Two year,0.0,Bank transfer (automatic),2962.0,98.73333333333333
1.0,Male,1,0.0,0.0,15,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,1146.65,38.22166666666667
,Female,1,1.0,0.0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,24.8,0.8266666666666667
0.0,Male,0,0.0,1.0,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1.0,Electronic check,7882.5,262.75
0.0,Male,0,0.0,1.0,66,1,1,DSL,1,1,0,1,0,0,Two year,0.0,Bank transfer (automatic),4378.9,145.9633333333333
0.0,Male,1,1.0,0.0,55,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,4052.4,135.08
1.0,Female,1,1.0,0.0,55,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1.0,Electronic check,4874.7,162.48999999999998
0.0,Male,1,1.0,0.0,57,1,1,DSL,0,1,1,0,1,0,One year,1.0,Credit card (automatic),4140.1,138.00333333333336
,Female,0,0.0,0.0,6,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Bank transfer (automatic),536.4,17.88
0.0,Female,0,1.0,0.0,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1.0,Electronic check,8165.1,272.17
0.0,Female,0,1.0,0.0,28,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,563.05,18.76833333333333
0.0,Male,0,1.0,0.0,54,1,0,DSL,1,1,0,0,1,1,Two year,1.0,Bank transfer (automatic),4191.45,139.715
0.0,Male,1,1.0,1.0,24,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1.0,Electronic check,1857.75,61.925
0.0,Female,0,1.0,0.0,2,1,0,DSL,1,0,0,0,0,1,Month-to-month,1.0,Mailed check,113.1,3.77
,Female,0,1.0,1.0,14,1,1,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,372.45,12.415
0.0,Male,0,0.0,1.0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Credit card (automatic),235.8,7.86
,Male,0,0.0,0.0,48,1,1,Fiber optic,0,1,1,0,1,1,One year,1.0,Credit card (automatic),5082.8,169.42666666666668
0.0,Male,1,0.0,0.0,51,1,1,Fiber optic,0,1,0,0,0,0,One year,1.0,Bank transfer (automatic),3974.7,132.48999999999998
0.0,Male,0,0.0,0.0,13,1,0,DSL,0,1,0,1,1,1,Month-to-month,0.0,Mailed check,931.55,31.051666666666666
0.0,Male,0,0.0,0.0,58,1,0,DSL,0,1,1,1,1,0,Two year,0.0,Bank transfer (automatic),4048.95,134.965
0.0,Female,0,1.0,1.0,18,1,0,DSL,0,0,1,1,0,0,One year,1.0,Credit card (automatic),957.1,31.903333333333332
0.0,Female,0,1.0,0.0,29,1,0,No,0,0,0,0,0,0,Two year,1.0,Mailed check,521.8,17.39333333333333
0.0,Female,0,1.0,1.0,72,1,1,DSL,1,1,0,1,1,0,Two year,0.0,Mailed check,5430.65,181.02166666666665
0.0,Male,0,1.0,1.0,71,1,1,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),1626.4,54.21333333333334
0.0,Female,0,0.0,0.0,70,0,0,DSL,1,1,1,1,0,0,Two year,1.0,Bank transfer (automatic),3058.15,101.93833333333333
1.0,Male,0,0.0,0.0,9,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Electronic check,829.1,27.636666666666667
0.0,Female,0,1.0,1.0,20,1,1,Fiber optic,0,0,1,1,0,1,Month-to-month,1.0,Bank transfer (automatic),1916.2,63.873333333333335
1.0,Male,0,0.0,0.0,69,1,1,DSL,1,1,1,1,0,1,One year,1.0,Credit card (automatic),5356.45,178.54833333333332
0.0,Male,0,0.0,0.0,63,1,1,Fiber optic,1,1,1,1,1,0,One year,0.0,Credit card (automatic),6590.8,219.69333333333333
,Female,0,1.0,1.0,30,0,0,DSL,0,0,0,1,1,1,Month-to-month,0.0,Credit card (automatic),1561.5,52.05
